user_id,opened
27795684,2022-10-12 23:59:58.000000 UTC
66252446,2021-01-14 16:11:32.000000 UTC
66189112,2021-01-12 02:14:49.000000 UTC
66306091,2021-03-07 07:51:27.000000 UTC
66306091,2021-03-07 07:51:27.000000 UTC
66306091,2021-03-07 07:51:28.000000 UTC
66306091,2021-03-07 07:51:27.000000 UTC
66306091,2021-03-07 07:51:27.000000 UTC
64140735,2021-03-07 19:56:45.000000 UTC
68077633,2021-03-07 22:05:52.000000 UTC
68077633,2021-03-07 22:06:03.000000 UTC
68077633,2021-03-07 22:05:53.000000 UTC
66306091,2021-03-07 07:46:57.000000 UTC
37134033,2021-03-07 08:23:44.000000 UTC
37134033,2021-03-07 08:23:29.000000 UTC
80605544,2022-07-02 07:53:40.000000 UTC
67541644,2022-07-02 13:20:32.000000 UTC
37186600,2022-07-02 07:56:02.000000 UTC
38433039,2021-01-13 18:33:47.000000 UTC
10696429,2021-01-15 09:38:05.000000 UTC
68661763,2021-03-16 23:02:15.000000 UTC
65728292,2021-01-17 09:59:16.000000 UTC
10696429,2021-01-17 23:26:14.000000 UTC
10696429,2021-01-17 19:21:40.000000 UTC
9277056,2021-08-14 23:27:10.000000 UTC
9277056,2021-08-14 23:27:10.000000 UTC
9277056,2021-08-14 23:27:10.000000 UTC
9277056,2021-08-14 23:27:10.000000 UTC
9277056,2021-08-14 23:27:10.000000 UTC
9277056,2021-08-14 23:22:17.000000 UTC
9277056,2021-08-14 23:22:13.000000 UTC
9277056,2021-08-14 23:22:13.000000 UTC
9277056,2021-08-14 23:22:13.000000 UTC
9277056,2021-08-14 23:22:13.000000 UTC
9277056,2021-08-14 23:22:16.000000 UTC
9277056,2021-08-14 23:22:16.000000 UTC
9277056,2021-08-14 23:22:16.000000 UTC
9277056,2021-08-14 23:22:16.000000 UTC
9277056,2021-08-14 23:27:34.000000 UTC
9277056,2021-08-14 23:27:34.000000 UTC
9277056,2021-08-14 23:27:34.000000 UTC
9277056,2021-08-14 23:27:34.000000 UTC
9277056,2021-08-14 23:27:35.000000 UTC
9277056,2021-08-14 23:27:04.000000 UTC
9277056,2021-08-14 23:27:04.000000 UTC
9277056,2021-08-14 23:27:04.000000 UTC
9277056,2021-08-14 23:27:04.000000 UTC
9277056,2021-08-14 23:27:04.000000 UTC
9277056,2021-08-14 23:22:27.000000 UTC
9277056,2021-08-14 23:22:27.000000 UTC
9277056,2021-08-14 23:22:22.000000 UTC
9277056,2021-08-14 23:22:22.000000 UTC
9277056,2021-08-14 23:22:23.000000 UTC
9277056,2021-08-14 23:22:34.000000 UTC
9277056,2021-08-14 23:22:34.000000 UTC
9277056,2021-08-14 23:35:45.000000 UTC
9277056,2021-08-14 23:22:34.000000 UTC
9277056,2021-08-14 23:36:02.000000 UTC
9277056,2021-08-14 23:35:44.000000 UTC
9277056,2021-08-14 23:22:34.000000 UTC
9277056,2021-08-14 23:35:45.000000 UTC
9277056,2021-08-14 23:22:34.000000 UTC
9277056,2021-08-14 23:21:58.000000 UTC
9277056,2021-08-14 23:21:56.000000 UTC
9277056,2021-08-14 23:21:58.000000 UTC
9277056,2021-08-14 23:21:56.000000 UTC
9277056,2021-08-14 23:21:56.000000 UTC
9277056,2021-08-14 23:27:06.000000 UTC
9277056,2021-08-14 23:27:06.000000 UTC
9277056,2021-08-14 23:27:06.000000 UTC
9277056,2021-08-14 23:27:06.000000 UTC
9277056,2021-08-14 23:27:06.000000 UTC
9277056,2021-08-14 23:27:18.000000 UTC
9277056,2021-08-14 23:27:18.000000 UTC
9277056,2021-08-14 23:27:18.000000 UTC
9277056,2021-08-14 23:27:19.000000 UTC
9277056,2021-08-14 23:21:56.000000 UTC
9277056,2021-08-14 23:21:59.000000 UTC
9277056,2021-08-14 23:21:59.000000 UTC
9277056,2021-08-14 23:21:59.000000 UTC
9277056,2021-08-14 23:21:59.000000 UTC
9277056,2021-08-14 23:22:14.000000 UTC
9277056,2021-08-14 23:22:15.000000 UTC
9277056,2021-08-14 23:22:19.000000 UTC
9277056,2021-08-14 23:22:14.000000 UTC
9277056,2021-08-14 23:22:14.000000 UTC
9277056,2021-08-14 23:21:52.000000 UTC
9277056,2021-08-14 23:21:52.000000 UTC
9277056,2021-08-14 23:21:52.000000 UTC
9277056,2021-08-14 23:21:52.000000 UTC
9277056,2021-08-14 23:21:53.000000 UTC
9277056,2021-08-14 23:22:02.000000 UTC
9277056,2021-08-14 23:22:03.000000 UTC
9277056,2021-08-14 23:22:02.000000 UTC
9277056,2021-08-14 23:22:02.000000 UTC
9277056,2021-08-14 23:22:02.000000 UTC
9901061,2021-08-14 08:36:59.000000 UTC
9277056,2021-08-14 23:27:02.000000 UTC
9277056,2021-08-14 23:27:02.000000 UTC
9277056,2021-08-14 23:27:02.000000 UTC
9277056,2021-08-14 23:27:02.000000 UTC
9277056,2021-08-14 23:27:02.000000 UTC
